Port_Label,Q1 2006_Index_Average_Q1_2023__100_Value,Q2 2006_Index_Average_Q1_2023__100_Value,Q3 2006_Index_Average_Q1_2023__100_Value,Q4 2006_Index_Average_Q1_2023__100_Value,Q1 2007_Index_Average_Q1_2023__100_Value,Q2 2007_Index_Average_Q1_2023__100_Value,Q3 2007_Index_Average_Q1_2023__100_Value,Q4 2007_Index_Average_Q1_2023__100_Value,Q1 2008_Index_Average_Q1_2023__100_Value,Q2 2008_Index_Average_Q1_2023__100_Value,Q3 2008_Index_Average_Q1_2023__100_Value,Q4 2008_Index_Average_Q1_2023__100_Value,Q1 2009_Index_Average_Q1_2023__100_Value,Q2 2009_Index_Average_Q1_2023__100_Value,Q3 2009_Index_Average_Q1_2023__100_Value,Q4 2009_Index_Average_Q1_2023__100_Value,Q1 2010_Index_Average_Q1_2023__100_Value,Q2 2010_Index_Average_Q1_2023__100_Value,Q3 2010_Index_Average_Q1_2023__100_Value,Q4 2010_Index_Average_Q1_2023__100_Value,Q1 2011_Index_Average_Q1_2023__100_Value,Q2 2011_Index_Average_Q1_2023__100_Value,Q3 2011_Index_Average_Q1_2023__100_Value,Q4 2011_Index_Average_Q1_2023__100_Value,Q1 2012_Index_Average_Q1_2023__100_Value,Q2 2012_Index_Average_Q1_2023__100_Value,Q3 2012_Index_Average_Q1_2023__100_Value,Q4 2012_Index_Average_Q1_2023__100_Value,Q1 2013_Index_Average_Q1_2023__100_Value,Q2 2013_Index_Average_Q1_2023__100_Value,Q3 2013_Index_Average_Q1_2023__100_Value,Q4 2013_Index_Average_Q1_2023__100_Value,Q1 2014_Index_Average_Q1_2023__100_Value,Q2 2014_Index_Average_Q1_2023__100_Value,Q3 2014_Index_Average_Q1_2023__100_Value,Q4 2014_Index_Average_Q1_2023__100_Value,Q1 2015_Index_Average_Q1_2023__100_Value,Q2 2015_Index_Average_Q1_2023__100_Value,Q3 2015_Index_Average_Q1_2023__100_Value,Q4 2015_Index_Average_Q1_2023__100_Value,Q1 2016_Index_Average_Q1_2023__100_Value,Q2 2016_Index_Average_Q1_2023__100_Value,Q3 2016_Index_Average_Q1_2023__100_Value,Q4 2016_Index_Average_Q1_2023__100_Value,Q1 2017_Index_Average_Q1_2023__100_Value,Q2 2017_Index_Average_Q1_2023__100_Value,Q3 2017_Index_Average_Q1_2023__100_Value,Q4 2017_Index_Average_Q1_2023__100_Value,Q1 2018_Index_Average_Q1_2023__100_Value,Q2 2018_Index_Average_Q1_2023__100_Value,Q3 2018_Index_Average_Q1_2023__100_Value,Q4 2018_Index_Average_Q1_2023__100_Value,Q1 2019_Index_Average_Q1_2023__100_Value,Q2 2019_Index_Average_Q1_2023__100_Value,Q3 2019_Index_Average_Q1_2023__100_Value,Q4 2019_Index_Average_Q1_2023__100_Value,Q1 2020_Index_Average_Q1_2023__100_Value,Q2 2020_Index_Average_Q1_2023__100_Value,Q3 2020_Index_Average_Q1_2023__100_Value,Q4 2020_Index_Average_Q1_2023__100_Value,Q1 2021_Index_Average_Q1_2023__100_Value,Q2 2021_Index_Average_Q1_2023__100_Value,Q3 2021_Index_Average_Q1_2023__100_Value,Q4 2021_Index_Average_Q1_2023__100_Value,Q1 2022_Index_Average_Q1_2023__100_Value,Q2 2022_Index_Average_Q1_2023__100_Value,Q3 2022_Index_Average_Q1_2023__100_Value,Q4 2022_Index_Average_Q1_2023__100_Value,Q1 2023_Index_Average_Q1_2023__100_Value,Q2 2023_Index_Average_Q1_2023__100_Value,Q3 2023_Index_Average_Q1_2023__100_Value,Q4 2023_Index_Average_Q1_2023__100_Value,Q1 2024_Index_Average_Q1_2023__100_Value,Q2 2024_Index_Average_Q1_2023__100_Value,Q3 2024_Index_Average_Q1_2023__100_Value,Q4 2024_Index_Average_Q1_2023__100_Value,Q1 2025_Index_Average_Q1_2023__100_Value,Q2 2025_Index_Average_Q1_2023__100_Value,Q3 2025_Index_Average_Q1_2023__100_Value,Q4 2025_Index_Average_Q1_2023__100_Value,Q1 2026_Index_Average_Q1_2023__100_Value,Q2 2026_Index_Average_Q1_2023__100_Value
"United Kingdom, Sheerness",26.33,26.33,26.33,26.33,29.52,29.52,36.01,32.8,38.69,38.69,32.82,32.82,32.82,32.82,26.31,26.31,26.31,47.84,46.52,47.18,43.45,44.07,44.07,37.06,52.69,28.8,28.8,40.35,40.22,40.93,41.56,47.03,50.41,40.7,40.7,40.68,46.63,35.43,28.1,28.08,28.08,27.44,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.13,27.15,18.81,26.86,26.86,26.86,10.93,10.93,10.3,10.3,10.3,,,,18.86,18.86,17.89,17.89,17.89,17.89,17.89,18.47,18.47,18.65,18.69,18.69,18.69,18.61,18.61,18.61,18.23,18.23,18.23
"United Kingdom, Shoreham",,,,,,,,,,,,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom, Southampton",169.33,175.14,168.35,215.96,244.1,242.1,223.58,220.47,218.04,219.16,190.89,196.61,211.9,196.76,194.38,201.59,205.51,221.59,229.21,243.12,239.16,214.98,209.77,213.35,195.01,200.47,201.68,201.77,212.07,225.5,223.86,232.24,233.9,234.45,225.36,228.78,240.77,258.91,258.21,278.93,271.07,266.19,268.41,269.26,271.4,274.15,278.23,273.77,267.82,249.83,245.44,241.47,227.63,237.14,244.24,234.28,246.66,255.36,251.8,268.25,285.18,282.82,273.89,263.21,257.15,272.5,281.37,269.33,260.36,270.58,283.81,277.91,264.55,263.38,262.7,264.03,292.64,286.59,332.12,305.67,313.33,294.99
"United Kingdom, Swansea",,,,,,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Kingdom, Tees",101.26,100.49,100.46,79.57,75.93,75.34,68.92,69.82,75.73,77.39,77.9,68.89,67.18,84.71,92.83,93.04,88.45,101.11,106.62,106.49,104.87,92.97,90.73,99.65,97.47,102.2,94.05,88.44,85.47,88.28,80.52,79.13,85.1,95.51,96,95.34,101.86,104.13,106.2,110.58,110.67,110.26,111.95,96.88,96.94,96.94,88.3,90.82,84.66,90.35,90.03,100.17,103.51,99.73,98.01,94.66,91.79,82.95,85.56,89.3,91.4,88.98,97.44,101.78,104.37,82.02,74.44,81.56,82.77,87.4,80.75,80.75,80.75,86.03,77.02,74.02,74.02,85,95.43,94.92,96.23,87.33
"United Kingdom, Thamesport",178.7,171.82,172.52,112.96,105.35,114.53,113.94,119.63,131.42,130.22,168.7,142.34,135.98,139.66,102.76,102.76,99.94,102.36,101.72,102.2,113.25,113.33,112.01,101.79,104.43,105.37,103.77,104.55,103.36,109.49,65.46,18.62,32.12,32.12,28.6,28.6,28.6,28.6,28.6,39.72,21.08,21.08,21.08,20.06,20.06,20.06,20.06,21.39,21.39,20.12,31.47,20.69,20.69,20.05,23.95,9.05,9.05,9.05,9.05,9.05,9.05,9.05,16.66,16.66,17.3,17.3,17.3,17.3,25.06,25.06,32.11,35.28,34.63,26.92,25.64,21.56,27.84,47.36,47.75,53.24,47.1,47.1
"United Kingdom, Tilbury",283.14,285.39,271.18,266.42,224.69,249.87,253.59,241.69,271.61,268.68,262.77,242.97,253.4,277.15,264.45,255.14,244.21,228.82,234.47,247.46,281.52,260.44,222.89,223.73,223.11,235.69,228.82,237.44,252.87,232.34,238.6,234.83,225.59,204.4,234.92,209,196.98,209.97,207.1,208.44,234.9,225.72,252.44,240.21,235.51,229.96,196.25,168.39,145.27,158.95,168.56,155.64,159.9,133.64,130.29,160.39,142.64,131.12,137.39,160.81,170.01,169.94,134.17,144.75,145.66,162.58,146.85,148.25,128.68,148.03,142.77,128.72,115.68,118.47,118.28,126.64,119.01,109.27,98.84,100.49,114.98,119.81
"United Kingdom, Tyne",16.5,16.5,16.47,16.45,16.45,21.02,21.02,21.02,23.43,23.43,23.43,23.43,22.25,9.4,9.4,13.56,13.56,23.23,33.28,33.48,33.48,37.48,37.48,25.04,18.41,35.53,35.53,18.43,,,,,23.73,33.2,32.26,32.34,32.97,24.17,25.75,21.76,32.17,23.69,27.3,35.86,34.62,33.98,21.5,11.59,9.67,10.33,18.91,18.83,11.29,11.29,10.33,17.7,17.7,10.93,14.13,13.5,17.6,17.7,17.7,18.33,18.28,18.23,18.37,15.48,15.48,15.48,15.48,15.48,15.87,11.85,11.85,12.35,12.35,11.85,11.85,11.85,11.85,11.85
"United Kingdom, Warrenpoint",24.77,24.77,25.35,25.35,25.35,13.5,13.93,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,,,,,,,,,,9.21,9.46,9.46,,9.17,9.17,,7.77,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,20.06,10.84,10.84,10.84,10.84,,,10.76,10.76,10.76,10.76,10.76,,,,,,,,10.26,10.26,10.26,9.29,9.29,9.29,9.29,,,,,,,,,,,,,,
"United Republic of Tanzania, Dar es Salaam",121.01,126.25,128.51,131.61,125.81,137.76,149.66,141.84,132.5,118.5,115.72,116.68,119.11,96.96,95.37,96.36,89.51,119.39,130.86,121.47,134.37,135.06,137.05,140.5,122.44,130.28,119.87,112.34,105.74,122.53,128.17,141.46,139.92,121.71,116.11,116.77,93.86,91.92,101.98,113.76,105.28,104.64,107.77,109.87,106.35,103.7,101.04,103.43,108.76,110.39,120.9,122.72,129.64,102.84,103.51,99.47,100.57,95.83,97.1,93.3,95.41,93.12,92.67,101.41,101.99,97.68,100.37,103.95,112.79,117.27,108.44,126.46,128.28,117.68,122.74,113.29,135.08,116.74,146.01,143.24,147.73,159.49
"United Republic of Tanzania, Mtwara",15.29,,,,,,,19.67,19.35,,,,,,,,,,,,,,,,,,,,,,,9.96,9.96,9.96,,,,,,,12.01,12.01,10.63,10.63,,,,,,,,,,,,,,,,,,,,,,,,,,20.43,20.44,19.79,20.67,20.66,20.64,20.02,10.72,,,,,
"United Republic of Tanzania, Tanga",19.31,16.28,16.63,16.63,16.93,17.93,17.95,17.95,19,19,19.13,,,19.13,29.66,30.29,30.6,31.12,40.82,34.31,34.75,36.3,33.81,39.59,31.7,31.71,33.51,34.93,33.63,33.63,33.38,39.44,42.39,40.99,34.91,38.07,16.38,16.38,16.38,16.38,22.45,22.07,22.07,21.43,9.08,9.08,9.08,9.08,9.72,9.72,9.72,9.72,9.72,9.72,9.72,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,
"United Republic of Tanzania, Zanzibar",10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,21.97,12.27,34.22,29.17,29.48,35.11,44.11,41.69,42.16,41.42,39.92,39.92,28.09,36.83,43.66,42.37,32.8,41.7,38.62,41.34,40.83,40.61,34.49,35.12,34.48,34.47,38.11,40.55,43.95,44.61,43.33,40.2,33.91,29.6,29.65,31.4,31.4,31.35,31.35,22.41,35.9,35.9,35.9,35.96,31.07,30.64,29.57,29.61,28.52,28.52,27.29,27.15,29.93,30.33,30.33,32.96,38.02,32.38,21.4,21.29,21.29,27.09,27.09,27.09,27.09,36.94,36.85,41.66,45.42,45.51
"United States Virgin Islands, Port Alucroix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22
"United States Virgin Islands, St Croix",32.49,31.85,31.85,31.85,31.85,31.85,31.85,24.19,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.46,23.46,23.46,23.46,23.46,23.46,23.46,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.73,24.1,24.1,24.1,24.1,24.1,25.4,25.4,25.4,25.4,23.79,23.79,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,19.5,19.5,19.5,,,,,,,,,,,,,,,,10.7,10.7,10.7,10.7
"United States Virgin Islands, St John",24.28,27.04,23.01,23.01,23.01,23.01,23.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States Virgin Islands, St Thomas",24.85,28.88,24.21,24.21,27.58,27.58,27.58,29.26,29.26,29.26,29.26,29.26,29.26,29.26,29.26,29.26,29.25,29.25,29.25,29.38,29.38,29.38,29.38,30.11,30.11,30.11,36.31,36.31,36.31,36.31,36.31,36.31,36.31,36.31,36.31,36.22,36.22,36.33,36.33,36.33,36.33,35.69,36.52,36.38,36.38,36.38,30.64,30.64,30.64,30.64,35.17,35.17,42.08,42.08,46.34,46.32,46.32,46.32,46.32,46.32,46.32,46.32,46.32,36.57,36.57,36.57,36.57,35.05,35.05,28.88,28.88,28.88,28.88,29.1,29.1,29.1,29.1,29.1,36.77,36.77,36.77,35.69
"United States, Anchorage",20.28,20.28,20.28,20.28,14.08,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.08,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62
"United States, Baltimore",151.61,162.58,162.78,162.17,148.93,148.14,148.69,155.33,163.26,153.77,152.64,158.34,159.11,157.91,182.18,175.83,182.75,184.24,185.43,179.54,174.47,163.42,164.44,152.13,167.49,173.35,176.56,181.27,171.71,172.2,169.63,169.71,168.82,168.78,169.29,164.46,193.65,193.64,185.22,177.44,177.4,183.03,180.84,170.14,176.01,160.46,162.91,162.79,164.71,185.51,162.26,162.35,167.62,163.77,161.9,172.8,171.78,173.36,173.87,177.84,176.87,178.03,183.74,191.53,195.78,186.4,202.7,201.31,207.18,206.7,218.36,216,206.89,25.14,196.15,202.62,244.95,246.31,242.35,235.75,241.52,225.65
"United States, Beaumont",,,,,,,,,,18.64,18.64,18.64,18.64,,,,,,,,,15.46,15.46,,,,,,,,,,,,,,,,,,,,,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,14.18,,,,,,,,,,,,,,,,,
"United States, Boston (US)",51.67,56.9,50.43,43.35,54.58,54.13,55.27,55.08,54.79,44.39,48.08,48.73,49.55,53.19,55.86,55.86,49.81,50.88,60.73,60.63,60.79,81.31,84.93,88.04,69.48,81.22,67.74,67.67,67.54,70.17,70.06,69.22,69.39,73.24,79.84,64.69,58.01,66.95,58.93,58.91,69.15,68.82,77.54,77.53,77.9,91.71,89.88,93.38,95.27,82.04,78.48,78.7,80.28,83.62,86.93,84.47,87.7,65.9,65.9,65.99,65.92,74.66,75.11,75.17,33.11,55.48,101.71,96.23,108.87,114.54,111.37,112.83,123.45,113.3,105.11,105.64,104.1,118.31,113.25,111.39,133.37,105.3
"United States, Bridgeport",,,,,,,,,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States, Brownsville",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.32,18.32,18.32,17.32,17.32,17.32,17.32,17.32
"United States, Brunswick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.72,16.72,16.72,29.04,29.04,29.04,29.04,29.04,29.04,29.04,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,16.72,,,,,,,,,,,,,,,,,
"United States, Burns Harbour",,,,,,,,13.26,13.26,13.26,13.26,13.26,13.26,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States, Camden",50.83,55.82,57.09,57.09,54.39,54.39,51.86,51.03,51.02,49.75,50.09,50.09,52.61,59.64,43.74,43.74,44.99,45.01,48.99,48.35,48.38,58.44,58.44,58.44,57.66,57.66,57.66,47.36,37.99,37.98,37.98,37.98,37.98,37.98,37.98,37.98,37.98,37.98,37.98,37.98,37.98,31.7,31.7,31.71,31.71,31.71,31.71,31.71,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,31.72,,,,,,,,,,,,,,,,,
"United States, Charleston",279.47,286.17,298.94,309.56,280.12,269.27,277.57,268.61,240.13,245.98,251.05,249.53,243.32,235.73,250.75,235.94,248.3,254.79,255.81,258.75,260.85,251.65,260.59,260.14,257.06,262.07,266.15,258.86,266.2,265.25,266.02,266.11,267.19,268.24,280.08,282.04,290.45,293.41,296.68,297.15,278.31,292.14,285.06,285.25,306.11,285.67,305.01,311.74,317.14,315.97,307.95,303.8,308.49,310.08,313.18,314.49,317.7,317.61,328.03,330.56,336.07,333.05,324.16,338.83,355.59,302.92,336.22,351.26,346.5,344.77,334.22,314.63,309.28,326.95,324.08,315.3,336.47,347.46,342.96,360.42,364.43,361.55
"United States, Chester",14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.04,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,15.88,17.47,17.52,17.52,18.7,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.81,18.7,18.7,18.7,18.7,18.7,18.7,18.86,18.86,18.87,18.87,18.87,18.87,18.87,18.87,18.87,18.95,18.94,18.94,18.94,18.94,20.09,20.13,20.13,20.13,20.13,20.13,20.76,20.83,20.83,20.83,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.89,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9
"United States, Cleveland",,,,,,,,13.26,13.26,13.26,13.26,13.26,13.26,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,,,,,,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,7.56,9.81,9.08,9.81,9.81,9.81,9.81,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08,9.08
"United States, Corpus Christi",,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,,,,,,,,,,,,,,,,,
"United States, Detroit",,,,,,,,,,,,,,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States, Dutch Harbour",54.55,55.84,56.86,51.39,49.03,50.28,50.28,50.22,55.43,49.01,49.01,48.37,48.58,48.57,49.14,48.5,48.53,48.52,37.29,37.29,37.29,37.93,14.08,37.94,37.94,37.94,38.57,42.72,41.16,42.87,42.87,42.92,42.26,42.77,41.87,41.16,14.08,14.08,25.28,40.92,49.04,47.67,47.64,47.64,47.64,47.64,40.92,40.92,40.92,40.92,47.63,38.16,38.16,38.16,37.71,43.02,44.86,44.81,45.34,50.85,43.56,51.09,51.06,49.54,49.35,54.91,44.02,24.17,46.85,50.95,64.96,60.19,42.76,50.17,50.19,51.05,42.52,42.59,42.59,42.59,41.95,41.95
"United States, Eastport",17.78,17.78,17.77,17.77,17.77,17.77,17.77,17.77,17.77,17.77,17.77,17.77,17.77,17.77,8.39,8.39,8.39,8.39,8.39,8.39,8.39,25.05,25.05,25.05,16.09,16.09,16.09,15.45,,15.9,15.9,15.9,15.9,15.9,15.86,15.86,15.86,15.86,15.86,15.86,15.86,15.86,15.86,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,14.13,,,,,,,,,,,,,,,,,
"United States, Everett (US-MA)",10.85,10.85,10.85,10.21,10.21,10.21,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,9.67,9.67,9.67,9.67,9.67,10.19,10.82,10.82,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States, Everett (US-WA)",9.38,,,,,,,,,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,18.92,18.95,18.95,21.56,21.56,21.56,27.24,27.24,27.24,27.25,27.25,34.49,26.22,27.5,28.13,28.13,29.96,21.44,28.13,28.13,20.38,21.04,30.2,30.2,30.18,31.02,31.02,32.29,32.29,21.86,21.86,21.86,21.86,21.22,21.22,21.22,21.22,20.44,20.45,20.45,20.45,21.08,28.43,27.81,21.05,21.05,21.05,21.05,21.05,20.97,20.97,27.13,24.69,24.69,24.69,24.69,24.69,23.23,24.71,24.71,21.14
"United States, Fall River",6.09,6.09,6.09,6.09,6.09,7.88,7.88,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States, Fernandina",31.33,31.33,31.33,31.33,30.35,30.34,30.34,30.34,37.29,31.73,37.6,45.05,45.05,45.05,33.77,33.77,33.13,33.13,33.13,33.93,34.57,33.83,33.83,31.18,25.22,25.22,25.22,25.22,14.38,14.38,14.38,14.38,14.12,14.12,14.12,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03
"United States, Freeport (US)",28.47,28.47,29.09,29.09,29.09,29.09,29.09,28.26,28.26,28.26,28.26,28.26,26.99,27.15,12.23,12.23,12.23,12.23,12.23,20.29,20.29,20.29,33.49,27.77,19.7,,,11.88,11.88,20.05,20.05,20.05,20.05,19.62,19.62,34.68,34.05,33.9,33.42,33.42,33.42,33.42,33.42,27.25,38.22,38.22,38.21,38.21,32.28,16.98,28.45,47.84,46.52,41.89,47.07,44.13,45.21,47.79,47.79,47.96,48.12,48.12,52.57,53.77,54.63,27.6,27.6,27.6,49.98,49.98,49.98,43.63,43.63,42.99,50.58,50.58,50.58,50.67,50.67,50.66,50.65,50.65
"United States, Galveston",,,,,,,,,12.81,12.81,12.81,12.81,12.81,12.81,19.88,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,,,,,,,,,,,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,13.75,,,,,,,,,,,,,,
"United States, Gloucester City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,13.5,13.5,13.5,13.5,13.5,13.5,20.57,20.57,20.57,20.57,20.57,20.57,21.55,21.55,21.55,21.55,21.55,15.38,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,14.34,14.34,14.34,13.71,14.35,14.35,14.35,14.35,19.77,27.55,27.55,27.55
"United States, Gulfport",18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.91,18.91,18.91,18.91,18.91,27.87,27.87,27.86,27.86,27.86,28.51,28.51,28.5,28.5,28.5,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,18.37,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,11.33,18.35,18.35,18.35,18.35,18.35,18.35,33.37,33.37,33.37,33.37,33.37,35.45,34.09,34.13,34.13,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.41,34.4,34.4,34.4
"United States, Honolulu",76.44,60.13,61.73,61.76,77.79,78.02,66.58,65.57,65.66,65.68,65.68,65.59,65.59,89.13,89.11,89.09,89.12,89.15,88.54,91.1,84.67,64.84,64.84,64.63,67.01,68.73,49.57,49.73,52.11,52.11,51.43,51.43,51.43,51.27,51.27,50.88,62.82,62.82,63.53,66.16,66.2,66.2,70.7,58.77,58.76,58.76,64.7,63.58,63.58,64.76,59.5,57.62,65.98,65.98,67.15,80.78,81.93,81.88,79.03,78.72,75.82,75.82,76.34,65.54,70.24,70.12,65.43,64.44,63.05,62.82,63.05,61.77,61.77,62.26,62.32,62.95,62.92,62.92,62.92,62.92,63.56,63.56
"United States, Houston",366.03,362.97,371.38,364.98,347.41,353.9,350.59,342.32,332.39,337.54,334.79,335.57,341.83,350.21,335.3,317.87,328.9,322.83,331.43,328.71,339.04,345.49,341.12,337.74,342.97,330.98,339.52,342.24,333.17,349.91,356.86,355.68,361.73,367.95,370.9,366.42,354.19,365.61,362.09,357.54,348.61,362.14,367.63,342.66,339.38,342.44,339.55,340.37,345.83,344.45,360.72,352.1,354.53,352,361.83,371.68,364.76,370.87,347.84,349.36,350.16,347.81,348.12,338.34,344.1,331.93,323.73,313.32,304.02,306.55,307.57,313.54,310.2,307.55,302.14,293.67,319,309.04,292.33,294.7,296.6,300.1
"United States, Jacksonville",151.24,149.12,148.6,148.2,135.19,135.2,135.32,134.32,134.41,134.54,138.18,142.66,146.01,144.05,175.36,164.58,167.79,179.34,181.01,180.67,190.15,194.91,195.81,200.7,201.91,215.71,207.3,199.46,200.14,210.17,224.95,224.95,216.5,216.96,229.36,206.47,202.16,183.45,176.93,188.41,191.71,186.19,176.5,177.12,187.25,194.84,188.17,186.39,183.82,161.28,181.17,189.79,196.13,180.4,181.43,174.27,167.54,169.75,172.54,172.37,171.02,161.67,156.09,144.96,136.12,150.37,153.1,159.92,171.69,186.27,185.3,181.44,175.88,186.14,184.33,189.75,198.26,198.68,209.32,193.88,173.73,213.91
"United States, Kalama",18.22,18.22,18.22,18.22,18.22,18.22,18.22,17.59,17.59,17.59,17.59,17.59,16.95,16.95,17.65,17.65,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
